artists,title,date,accousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness
Sara Bareilles,Love Song,2008-05-17,0.0208,0.583,258827,0.786,0.0,0.188,0.0301
Sara Evans,My Heart Can't Tell You No,1989-04-08,0.175,0.557,273200,0.652,0.0,0.256,0.025
Sarah McLachlan,Adia,1998-09-12,0.722,0.526,244667,0.37,0.0,0.157,0.025
Sarah McLachlan,Angel,1999-03-27,0.949,0.532,270400,0.0744,1.22e-05,0.106,0.0355
Sarah Vaughan,Broken Hearted Melody,1959-09-28,0.837,0.433,146360,0.512,0.0,0.185,0.0345
Savage Garden,I Knew I Loved You,2000-03-25,0.32,0.61,250360,0.497,6.11e-05,0.0884,0.0279
Savage Garden,I Want You,1997-05-31,0.0077,0.628,232067,0.871,1.64e-06,0.392,0.0363
Savage Garden,Truly Madly Deeply,1998-06-20,0.403,0.555,277267,0.698,0.0,0.0851,0.0287
"Scandal, Patty Smyth",The Warrior (feat. Patty Smyth),1984-10-06,0.089,0.606,240827,0.777,0.0,0.321,0.0347
Scorpions,Wind Of Change,1991-09-07,0.315,0.452,312360,0.524,0.0,0.103,0.0351
"Scott Bradlee's Postmodern Jukebox, Casey Abrams",I’m Not The Only One,2015-02-28,0.55,0.347,201875,0.659,2.41e-06,0.192,0.0717
Scott McKenzie,San Francisco (Be Sure to Wear Some Flowers In Your Hair),1967-07-22,0.047,0.495,178933,0.67,2.52e-05,0.219,0.0284
Seal,Crazy,1991-09-14,0.208,0.633,356520,0.858,0.0112,0.0655,0.0473
Seal,Fly Like an Eagle,1997-01-18,0.00414,0.63,253773,0.692,4.26e-05,0.0817,0.0497
Seal,Kiss from a Rose,1995-11-18,0.684,0.584,288427,0.533,0.0,0.306,0.0305
Seals and Crofts,Diamond Girl,1973-08-04,0.463,0.575,253400,0.386,0.00176,0.0576,0.0319
Seals and Crofts,Get Closer,1976-08-28,0.434,0.653,238147,0.437,6.74e-05,0.0689,0.028
Seals and Crofts,Summer Breeze,1972-12-02,0.553,0.49,205480,0.581,0.0177,0.0764,0.0388
Sean Kingston,Beautiful Girls,2007-09-22,0.15,0.762,225373,0.661,0.0,0.256,0.0687
Sean Kingston,Fire Burning,2009-08-22,0.0192,0.839,239987,0.804,0.0,0.331,0.0329
Sean Kingston,Take You There,2008-03-08,0.0182,0.752,236693,0.921,0.0,0.256,0.0696
Sean Paul,Get Busy,2003-07-26,0.614,0.741,211666,0.824,0.0,0.158,0.0352
Sean Paul,Gimme the Light,2002-12-21,0.141,0.778,228000,0.761,4.6e-05,0.0441,0.0525
Sean Paul,Temperature,2006-06-17,0.106,0.951,218573,0.6,0.0,0.0712,0.0685
Sean Paul,We Be Burnin',2005-12-17,0.145,0.95,213066,0.803,0.0,0.0748,0.151
"Sean Paul, Keyshia Cole",(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,2006-09-23,0.067,0.711,243880,0.761,0.0,0.041,0.225
"Sean Paul, Sasha",I’m Still in Love with You,1997-02-08,0.0957,0.762,274666,0.669,0.0,0.0619,0.169
Seduction,Two To Make It Right,1990-02-24,0.204,0.772,282267,0.598,0.00345,0.513,0.0429
Selena,Dreaming Of You,1980-12-06,0.325,0.553,314867,0.458,9.71e-05,0.0583,0.0381
Selena Gomez,Come & Get It,2013-07-20,0.0101,0.546,231987,0.787,0.00021,0.0809,0.0517
Selena Gomez,Hands To Myself,2016-02-13,0.0147,0.811,200680,0.499,2.44e-06,0.342,0.118
Selena Gomez,Lose You To Love Me,2020-02-01,0.556,0.488,206459,0.343,0.0,0.21,0.0436
Selena Gomez,Same Old Love,2016-02-13,0.0223,0.672,229080,0.593,0.0,0.214,0.0304
Selena Gomez,The Heart Wants What It Wants,2014-12-13,0.053,0.616,227373,0.789,0.0,0.142,0.0377
"Selena Gomez, A$AP Rocky",Good For You,2015-10-31,0.181,0.607,221280,0.673,0.0,0.069,0.0611
Sergio Mendes & Brasil '66,The Fool On The Hill,1968-09-28,0.839,0.656,191533,0.272,0.00112,0.0654,0.0348
Sergio Mendes & Brasil '66,The Look Of Love,1968-07-13,0.79,0.644,166067,0.449,4.44e-05,0.0686,0.0326
Sgt. Barry Sadler,The Ballad Of The Green Berets,1966-04-16,0.782,0.715,146400,0.327,0.000344,0.625,0.033
Shaggy,Boombastic,1995-09-30,0.242,0.867,249933,0.538,1.75e-05,0.316,0.361
"Shaggy, Rayvon",Angel,2001-05-19,0.116,0.74,235133,0.766,0.0,0.0406,0.178
"Shaggy, Rik Rok",It Wasn't Me,2001-03-17,0.0561,0.853,227600,0.606,0.0,0.313,0.0713
Shai,Baby I'm Yours,1993-10-02,0.215,0.705,274667,0.575,2.09e-05,0.12,0.0381
Shai,Comforter,1993-04-17,0.00569,0.725,250600,0.384,0.00022,0.158,0.0317
Shai,If I Ever Fall In Love,1993-02-20,0.758,0.402,189027,0.205,0.0,0.147,0.038
Shakespears Sister,Stay,1992-10-03,0.674,0.494,229000,0.658,4.11e-05,0.0907,0.0487
Shakira,Underneath Your Clothes,2002-05-18,0.691,0.616,224067,0.597,0.0,0.104,0.0415
Shakira,"Whenever, Wherever",2002-02-02,0.237,0.794,196160,0.832,1.14e-05,0.203,0.0407
"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),2006-08-12,0.284,0.778,218093,0.824,0.0,0.405,0.0707
Shalamar,The Second Time Around,1980-03-29,0.0123,0.801,223293,0.388,7.16e-05,0.0924,0.0505
Shania Twain,That Don't Impress Me Much,1999-06-26,0.235,0.757,218867,0.757,0.0,0.0474,0.0389
"Shania Twain, Bryan White",From This Moment On,1999-01-09,0.483,0.305,281533,0.323,0.0,0.107,0.0284
Shanice,I Love Your Smile,1992-03-28,0.00955,0.722,257973,0.842,8.45e-06,0.178,0.126
Shannon,Let the Music Play,1984-03-03,0.000893,0.709,214379,0.687,0.000151,0.092,0.0519
Shaun Cassidy,Da Doo Ron Ron,1977-08-06,0.107,0.567,170000,0.585,0.0,0.11,0.0363
Shaun Cassidy,Hey Deanie,1978-01-21,0.182,0.624,219307,0.769,4.37e-06,0.331,0.028
Shaun Cassidy,That's Rock 'N' Roll,1977-11-05,0.0601,0.788,176173,0.798,0.00151,0.11,0.0375
Shawn Colvin,Sunny Came Home,1997-08-30,0.342,0.558,264200,0.579,0.00831,0.0989,0.0324
Shawn Mendes,If I Can't Have You,2019-08-31,0.487,0.691,191467,0.823,0.0,0.134,0.0623
Shawn Mendes,Stitches,2016-02-27,0.0151,0.752,206880,0.754,0.0,0.0486,0.0615
Shawn Mendes,There's Nothing Holdin' Me Back,2017-09-30,0.38,0.866,199440,0.813,0.0,0.0779,0.0554
Shawn Mendes,Treat You Better,2016-11-05,0.106,0.444,187973,0.819,0.0,0.107,0.341
"Shawn Mendes, Camila Cabello",Señorita,2019-12-07,0.0392,0.759,190800,0.548,0.0,0.0828,0.029
"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),2020-12-05,0.0676,0.652,178994,0.383,0.0,0.0828,0.0516
Shawn Mullins,Lullaby,1999-01-30,0.0211,0.626,329867,0.731,0.00231,0.249,0.0455
Sheck Wes,Mo Bamba,2018-12-15,0.194,0.729,183907,0.625,0.00986,0.248,0.0315
Sheena Easton,For Your Eyes Only,1981-11-07,0.871,0.244,184480,0.44,8.65e-05,0.372,0.0475
Sheena Easton,Morning Train (Nine to Five) - Edit,1981-05-16,0.63,0.76,200827,0.556,0.0,0.148,0.0817
Sheena Easton,Strut,1984-12-01,0.295,0.91,240960,0.751,0.00214,0.141,0.039
Sheena Easton,Sugar Walls,1985-03-09,0.0746,0.744,241600,0.55,4.2e-05,0.0353,0.0554
Sheena Easton,Telefone (Long Distance Love Affair),1983-11-05,0.246,0.844,222040,0.683,2.37e-06,0.109,0.0883
Sheena Easton,The Lover In Me,1989-03-11,0.0274,0.818,301373,0.808,0.0,0.0592,0.0467
Sheila E.,The Glamorous Life,1984-10-13,0.0261,0.759,543560,0.675,0.0341,0.431,0.0422
Shelley Fabares,Johnny Angel - Single Version,1962-05-26,0.872,0.369,139320,0.385,0.0,0.279,0.0282
Shep And The Limelites,Daddy's Home,1961-06-05,0.939,0.493,174200,0.123,8.58e-06,0.146,0.0366
Sheriff,When I'm With You,1989-02-18,0.274,0.248,238040,0.324,0.00946,0.113,0.03
Sherrie Paylor,Oh Holy Night,1984-06-23,0.834,0.512,304160,0.242,0.0,0.109,0.0267
Sheryl Crow,All I Wanna Do,1994-12-17,0.111,0.82,272107,0.528,0.0186,0.257,0.0321
Sheryl Crow,If It Makes You Happy,1997-01-25,0.0482,0.543,323400,0.681,8.43e-05,0.104,0.0289
Sheryl Crow,Strong Enough,1995-05-13,0.796,0.58,189827,0.265,0.00019,0.11,0.0317
Shinedown,Second Chance,2009-07-04,0.00107,0.46,222067,0.796,0.0,0.106,0.0333
Shirley Bassey,Goldfinger,1965-04-03,0.265,0.401,168733,0.446,0.0,0.298,0.0416
Shirley Ellis,The Clapping Song (Clap Pat Clap Slap) - Single Version,1965-04-24,0.0784,0.697,170067,0.779,0.00554,0.222,0.0869
Shirley Ellis,The Name Game,1965-02-20,0.229,0.753,164867,0.822,5.26e-06,0.165,0.0805
Shirley Ellis,The Nitty Gritty,1964-01-18,0.437,0.52,137773,0.849,2.92e-06,0.926,0.213
Shorty Long,Here Comes The Judge,1968-07-13,0.118,0.699,157173,0.458,4.74e-05,0.133,0.0876
Sia,Chandelier,2014-10-04,0.0197,0.399,216120,0.787,6.07e-05,0.0685,0.0499
Sia,Cheap Thrills,2016-10-29,0.0472,0.628,211667,0.698,0.00143,0.0907,0.105
Silentó,Watch Me (Whip / Nae Nae),2015-11-07,0.247,0.821,185143,0.759,0.0,0.321,0.121
Silk,Freak Me,1993-06-26,0.0295,0.697,274533,0.608,0.0,0.276,0.0463
Silver Convention,Get Up and Boogie - That's Right,1976-07-04,0.117,0.797,172067,0.552,0.00132,0.0806,0.0303
Simon & Garfunkel,Bridge Over Troubled Water,1970-04-25,0.822,0.149,293120,0.206,0.000649,0.115,0.0323
Simon & Garfunkel,Cecilia,1970-06-13,0.357,0.755,174827,0.876,5.17e-06,0.22,0.0362
Simon & Garfunkel,Homeward Bound,1966-04-02,0.831,0.485,149613,0.378,0.0,0.103,0.0337
Simon & Garfunkel,I Am a Rock,1966-07-02,0.423,0.66,169520,0.611,1.11e-05,0.107,0.0392
Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",1968-06-22,0.713,0.606,244027,0.457,2.53e-05,0.0747,0.0497
Simon & Garfunkel,My Little Town,1975-12-13,0.468,0.665,231947,0.535,0.00156,0.0819,0.0308
Simon & Garfunkel,The Boxer,1969-05-24,0.702,0.439,308520,0.488,0.000339,0.16,0.0615
Simon & Garfunkel,The Sound of Silence - Acoustic Version,1966-01-22,0.837,0.525,185413,0.216,0.0,0.107,0.0301
Simple Minds,Alive And Kicking,1986-01-18,0.0753,0.572,289453,0.913,1.5e-05,0.128,0.0362
Simple Minds,Don't You (Forget About Me),1985-06-08,0.168,0.66,263040,0.816,0.0181,0.0608,0.0299
Simply Red,Holding Back the Years - 2008 Remaster,1986-07-26,0.58,0.707,269840,0.514,0.000159,0.0953,0.0281
Simply Red,If You Don't Know Me by Now - 2008 Remaster,1989-08-05,0.492,0.638,204000,0.352,0.0,0.105,0.0268
Sinéad O'Connor,Nothing Compares 2 U,1990-06-09,0.0425,0.512,280040,0.574,2.31e-05,0.105,0.0273
Sir Mix-A-Lot,Baby Got Back,1992-09-05,0.0051,0.926,262827,0.669,0.0,0.0887,0.301
Sisqo,Incomplete,2000-10-28,0.282,0.746,274227,0.443,0.0,0.14,0.0771
Sisqo,Thong Song,2000-06-24,0.119,0.706,253733,0.888,9.64e-05,0.07,0.0654
Sister Janet Mead,The Lord's Prayer 1983,1974-04-20,0.65,0.64,186000,0.395,0.0396,0.248,0.032
Sister Sledge,He's the Greatest Dancer - 1995 Remaster,1979-05-19,0.00115,0.7,375400,0.816,0.00123,0.0901,0.044
Sister Sledge,We Are Family - 1995 Remaster,1979-07-07,0.3,0.784,216733,0.893,1.57e-05,0.272,0.0923
Sixpence None The Richer,Kiss Me,1999-07-03,0.023,0.526,208680,0.749,1.76e-06,0.0692,0.0283
Skeeter Davis,I Can't Stay Mad at You,1963-11-09,0.621,0.543,126080,0.763,1.78e-05,0.221,0.0327
Skeeter Davis,The End of the World,1963-04-13,0.936,0.232,157573,0.216,4.93e-06,0.246,0.0314
Skid Row,18 and Life,1989-10-07,0.0023,0.466,229960,0.648,1.49e-05,0.112,0.028
Skid Row,I Remember You,1990-02-10,0.00642,0.345,313693,0.531,7.28e-06,0.14,0.0305
"Skrillex, Diplo, Jack Ü, Justin Bieber",Where Are Ü Now LIVE (with Justin Bieber),2015-09-19,0.0227,0.451,216339,0.876,0.0999,0.104,0.0362
Skylark,Wildflower,1973-05-26,0.499,0.451,250400,0.326,0.00241,0.121,0.0306
Sleep Token,Calcutta,1961-03-13,0.0106,0.509,413667,0.512,0.000801,0.121,0.0276
Sloppy Jane,They're Coming to Take Me Away--Ha Ha!,1966-08-20,0.35,0.596,172547,0.786,1.36e-06,0.28,0.232
Sly & The Family Stone,Dance to the Music,1968-04-27,0.0168,0.703,179427,0.529,0.00057,0.911,0.1
Sly & The Family Stone,Everyday People,1969-03-22,0.307,0.807,141507,0.497,0.0327,0.043,0.0297
Sly & The Family Stone,Family Affair - Single Version,1972-01-15,0.669,0.819,185533,0.605,0.0163,0.199,0.132
Sly & The Family Stone,Hot Fun in the Summertime,1969-11-08,0.634,0.656,157040,0.65,0.0147,0.161,0.0574
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - Single Version,1970-03-14,0.296,0.9,291320,0.709,0.00047,0.0863,0.0636
Sly Fox,Let's Go All The Way,1986-04-19,0.193,0.633,239107,0.714,0.000307,0.296,0.0325
Smash Mouth,All Star,1999-10-02,0.0395,0.731,200373,0.867,0.0,0.0861,0.032
Smokey Robinson,Being With You,1981-06-20,0.764,0.649,246960,0.434,2.44e-06,0.0822,0.0267
Smokey Robinson,Cruisin',1980-03-01,0.416,0.498,352920,0.63,0.0,0.238,0.0276
Smokey Robinson,Fly Me To The Moon (In Other Words),1976-01-03,0.812,0.654,199200,0.297,2.02e-05,0.108,0.0364
Smokey Robinson,Just To See Her,1987-07-04,0.153,0.821,244027,0.379,0.0,0.0839,0.0334
Smokey Robinson,One Heartbeat,1987-10-03,0.143,0.752,247000,0.336,1.29e-06,0.0671,0.0268
Smokey Robinson & The Miracles,I Second That Emotion,1968-01-20,0.26,0.711,161227,0.663,1.23e-06,0.0291,0.0308
Smokey Robinson & The Miracles,Mickey's Monkey,1963-09-28,0.152,0.692,194440,0.88,0.0623,0.279,0.0812
Smokey Robinson & The Miracles,The Tears Of A Clown,1971-01-16,0.147,0.593,181800,0.607,0.0,0.128,0.0283
Snoop Dogg,Gin and Juice,1994-04-02,0.0953,0.603,211867,0.762,1.53e-05,0.478,0.285
Snoop Dogg,Sensual Seduction,2008-03-15,0.003,0.756,245520,0.829,3.46e-05,0.0578,0.0682
Snoop Dogg,Who Am I (What’s My Name)?,1994-01-15,0.000813,0.734,246200,0.735,3.25e-05,0.559,0.065
"Snoop Dogg, Pharrell Williams",Drop It Like It's Hot,2005-02-19,0.19,0.888,266067,0.632,0.0,0.101,0.219
"Snoop Dogg, Pharrell Williams, Charlie Wilson",Beautiful,2003-05-10,0.246,0.907,298307,0.695,0.0,0.0808,0.135
Snow,Informer,1993-05-22,0.0984,0.763,268910,0.742,0.0,0.38,0.188
Snow Patrol,Chasing Cars,2006-12-09,0.199,0.56,267960,0.595,6.47e-05,0.132,0.0274
Soft Cell,Tainted Love,1982-07-24,0.462,0.5,153800,0.501,0.0,0.26,0.0376
Soko,We Might Be Dead by Tomorrow,2014-03-29,0.966,0.39,161413,0.151,0.000897,0.119,0.0389
Somethin' For The People,My Love Is the Shhh!,1997-12-27,0.297,0.779,281747,0.715,0.0,0.157,0.0368
Sonique,It Feels So Good,2000-05-06,0.0117,0.634,240867,0.677,0.00103,0.126,0.0304
Sonny & Cher,A Cowboy's Work Is Never Done,1972-04-29,0.517,0.61,194733,0.315,4.42e-06,0.361,0.0342
Sonny & Cher,All I Ever Need Is You,1971-12-25,0.325,0.503,155293,0.477,2.36e-06,0.093,0.0449
Sonny & Cher,Baby Don't Go,1965-10-16,0.473,0.54,194400,0.492,0.0,0.046,0.0286
Sonny & Cher,I Got You Babe,1965-09-18,0.136,0.629,190080,0.795,5.44e-06,0.132,0.0278
Sonny & Cher,The Beat Goes On,1967-03-04,0.282,0.665,208160,0.487,0.0,0.169,0.0442
Sonny Bono,Laugh at Me - Single Version,1965-10-02,0.145,0.547,179800,0.703,0.0,0.158,0.0323
Sophie B. Hawkins,As I Lay Me Down,1995-11-18,0.645,0.519,248893,0.737,1.77e-06,0.271,0.0437
Sophie B. Hawkins,Damn I Wish I Was Your Lover,1992-07-11,0.22,0.546,323267,0.781,1.51e-05,0.363,0.0506
Soul Asylum,Runaway Train (2022 Remaster),1993-10-09,0.0132,0.613,265867,0.72,0.0,0.104,0.0425
Soul For Real,Candy Rain,1995-05-06,0.00389,0.59,276067,0.699,4.69e-05,0.0577,0.079
"Soul II Soul, Caron Wheeler",Back To Life,1989-12-30,0.0515,0.817,228267,0.484,0.000213,0.0391,0.143
Soulja Boy,Crank That (Soulja Boy),2008-01-19,0.515,0.736,221933,0.74,0.0,0.0468,0.0786
"Soulja Boy, Sammie",Kiss Me Thru The Phone,2009-05-30,0.0185,0.758,193387,0.712,0.0,0.0677,0.112
Sounds Orchestral,Cast Your Fate to the Wind,1965-05-08,0.394,0.559,195000,0.31,0.794,0.108,0.0408
Southern Creek Players,Gangsta's Paradise (from Dangerous Minds),1996-01-20,0.016,0.702,242230,0.413,0.0,0.13,0.0484
Spandau Ballet,True - Single Edit,1983-11-05,0.459,0.742,329147,0.533,0.148,0.064,0.0288
Spanky & Our Gang,Sunday Will Never Be The Same,1967-06-24,0.578,0.474,180307,0.666,0.0,0.343,0.0375
Spice Girls,2 Become 1,1997-10-11,0.326,0.646,241027,0.665,1.97e-05,0.238,0.0268
Spice Girls,Say You'll Be There,1997-07-19,0.0149,0.726,235973,0.679,1.49e-06,0.0837,0.0473
Spice Girls,Too Much,1998-02-21,0.484,0.333,271933,0.631,0.0,0.332,0.0461
Spice Girls,Wannabe,1997-05-10,0.101,0.768,173027,0.864,0.0,0.162,0.0324
Spin Doctors,Two Princes,1993-05-01,0.00162,0.543,256733,0.912,2.1e-06,0.0565,0.0601
St. Vincent,My Baby Wants A Baby,1997-05-03,0.291,0.532,200427,0.467,0.0,0.176,0.0361
Stacey Q,Two of Hearts,1986-10-18,0.124,0.824,239693,0.506,0.0,0.113,0.0291
Staind,It's Been Awhile,2001-11-10,0.00189,0.509,264707,0.774,0.000549,0.143,0.0338
Stampeders,Sweet City Woman,1971-10-23,0.255,0.696,207427,0.736,0.0,0.117,0.048
"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",The Girl From Ipanema - Single Version,1964-08-01,0.943,0.696,167533,0.17,0.00154,0.106,0.0385
Starbuck,Moonlight Feels Right,1976-08-07,0.468,0.67,221067,0.778,7.52e-05,0.115,0.0274
"Stark Sands, Betsy Wolfe, Original Broadway Cast of & Juliet",CAN’T STOP THE FEELING!,2016-09-03,0.143,0.708,113816,0.798,0.0,0.0801,0.0455
Starland Vocal Band,Afternoon Delight,1976-08-07,0.492,0.486,193040,0.443,0.0,0.101,0.0301
Stars On 45,More Stars (Abba Medley) - Original Single Version,1981-07-11,0.155,0.647,233213,0.818,8.18e-06,0.166,0.051
Starship,It's Not Over ('Til It's Over),1987-08-29,0.00549,0.602,257333,0.839,1.75e-06,0.151,0.101
Starship,Nothing's Gonna Stop Us Now,1987-05-02,0.0299,0.643,270333,0.802,0.0,0.0719,0.0227
Starship,Sara,1986-03-29,0.352,0.642,292800,0.805,1.02e-06,0.118,0.0336
Starship,We Built This City,1985-12-14,0.052,0.661,296080,0.908,0.0,0.0708,0.039
Stealers Wheel,Stuck In The Middle With You,1973-05-19,0.0936,0.82,208947,0.575,0.000135,0.109,0.0408
Steam,Na Na Hey Hey Kiss Him Goodbye,1970-01-10,0.0171,0.673,249507,0.843,1.01e-05,0.305,0.0379
Steely Dan,Do It Again,1973-02-24,0.343,0.655,357042,0.431,9.5e-06,0.0711,0.032
Steely Dan,Hey Nineteen,1981-02-21,0.0126,0.952,307400,0.301,0.000931,0.0387,0.0612
Steely Dan,Rikki Don't Lose That Number,1974-08-03,0.518,0.656,271093,0.462,0.000137,0.091,0.0373
Stephanie Mills,Never Knew Love Like This Before (Extended Mix),1980-11-22,0.483,0.683,328267,0.774,1.6e-05,0.0673,0.0337
Steppenwolf,Born To Be Wild - Single Version,1968-09-21,0.262,0.439,212893,0.734,0.333,0.244,0.097
Steppenwolf,Magic Carpet Ride,1968-12-21,0.142,0.64,271573,0.651,0.28,0.0341,0.0517
Steppenwolf,Rock Me,1969-04-19,0.0638,0.6,218827,0.852,0.00881,0.321,0.0361
Steve Lawrence,Footsteps,1960-04-11,0.419,0.641,134627,0.468,0.0,0.317,0.034
Steve Lawrence,Pretty Blue Eyes,1960-02-01,0.497,0.477,114467,0.507,0.0,0.36,0.0328
"Steve Lawrence, Eydie Gormé",Go Away Little Girl,1963-02-09,0.381,0.345,131266,0.346,0.0,0.471,0.0309
"Steve Lawrence, Eydie Gormé",Portrait of My Love,1961-05-08,0.85,0.31,170692,0.312,4.51e-05,0.325,0.0269
Steve Miller Band,Fly Like An Eagle,1977-03-26,0.61,0.561,282693,0.754,0.0194,0.328,0.112
Steve Miller Band,Rock'n Me,1976-11-20,0.297,0.695,187067,0.582,0.0,0.123,0.0651
Steve Winwood,Don't You Know What The Night Can Do?,1988-10-29,0.223,0.597,415333,0.381,0.00108,0.0623,0.0355
Steve Winwood,Higher Love,1986-09-13,0.0427,0.696,351507,0.78,0.149,0.298,0.0415
Steve Winwood,Roll With It,1988-08-27,0.07,0.759,320733,0.645,0.0403,0.0986,0.0276
Steve Winwood,The Finer Things,1987-05-02,0.179,0.782,251200,0.713,0.0321,0.105,0.0325
Steve Winwood,Valerie,1987-12-19,0.567,0.717,246667,0.527,0.00668,0.0785,0.0292
Steve Winwood,While You See A Chance,1981-05-02,0.36,0.602,312773,0.732,0.000314,0.0755,0.0282
Stevie B,Because I Love You (The Postman Song),1991-01-19,0.812,0.22,306829,0.339,0.0,0.139,0.037
Stevie Nicks,Leather and Lace (with Don Henley),1982-02-06,0.664,0.553,229227,0.398,0.0,0.114,0.0303
Stevie Nicks,Stand Back,1983-08-27,0.00736,0.638,297093,0.783,0.0447,0.0381,0.0435
Stevie Nicks,Talk to Me,1986-02-08,0.0576,0.643,250027,0.712,0.00467,0.287,0.0266
"Stevie Nicks, Tom Petty and the Heartbreakers",Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,1981-10-24,0.379,0.631,244440,0.597,0.00273,0.146,0.026
Stevie Wonder,A Place In The Sun,1966-12-31,0.279,0.561,172960,0.447,0.0,0.319,0.0544
Stevie Wonder,Blowin' In The Wind,1966-09-03,0.615,0.37,224773,0.409,0.0,0.154,0.0457
Stevie Wonder,Boogie On Reggae Woman,1975-02-15,0.205,0.876,313267,0.708,0.074,0.0671,0.052
Stevie Wonder,"Fingertips, Pt. 2 - Live/1962",1963-08-31,0.622,0.35,190213,0.873,0.242,0.673,0.39
Stevie Wonder,For Once In My Life,1969-01-18,0.195,0.524,169800,0.519,0.0,0.523,0.043
Stevie Wonder,Go Home,1986-02-01,0.141,0.75,318040,0.498,5.61e-05,0.135,0.0372
Stevie Wonder,Heaven Help Us All,1970-12-05,0.295,0.276,195173,0.544,0.000408,0.675,0.0356
Stevie Wonder,Higher Ground,1973-10-27,0.0631,0.716,222600,0.85,0.00133,0.189,0.0426
Stevie Wonder,I Just Called To Say I Love You,1984-11-24,0.243,0.748,262240,0.551,1.57e-06,0.0943,0.0239
Stevie Wonder,I Was Made To Love Her,1967-09-02,0.0589,0.371,156440,0.613,0.0,0.0479,0.0452
Stevie Wonder,I Wish,1977-02-12,0.0816,0.821,252373,0.721,7.37e-06,0.0664,0.0515
Stevie Wonder,If You Really Love Me,1971-10-23,0.302,0.565,180533,0.404,0.0,0.125,0.0448
Stevie Wonder,Living For The City,1974-01-19,0.256,0.708,219307,0.538,0.0,0.193,0.0686
Stevie Wonder,Master Blaster (Jammin'),1980-12-20,0.0398,0.877,307933,0.422,0.000395,0.182,0.0546
Stevie Wonder,My Cherie Amour,1969-08-16,0.228,0.574,173307,0.507,4.57e-06,0.279,0.0258
Stevie Wonder,Part-Time Lover,1985-11-23,0.165,0.662,252560,0.624,0.0,0.0674,0.0417
Stevie Wonder,Send One Your Love,1980-01-26,0.715,0.624,242333,0.358,1.25e-05,0.0862,0.0814
Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,1968-05-25,0.0338,0.648,165267,0.635,6.3e-05,0.0372,0.0336
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",1970-08-29,0.0534,0.675,161160,0.597,0.0,0.0986,0.0337
Stevie Wonder,Sir Duke,1977-06-18,0.16,0.588,232760,0.568,0.0,0.0792,0.0672
Stevie Wonder,Superstition - Single Version,1973-02-10,0.038,0.633,245493,0.634,0.0064,0.0385,0.0725
Stevie Wonder,That Girl,1982-04-17,0.102,0.792,313840,0.691,1.67e-05,0.0679,0.0431
Stevie Wonder,Uptight (Everything's Alright),1966-03-05,0.186,0.593,174400,0.642,0.0,0.129,0.0304
Stevie Wonder,You Are The Sunshine Of My Life,1973-06-09,0.823,0.519,178200,0.46,5.97e-05,0.243,0.0688
Stevie Wonder,You Haven't Done Nothin',1974-11-02,0.296,0.749,202707,0.641,0.000104,0.501,0.0356
Sting,All This Time,1991-03-16,0.0852,0.637,294333,0.463,0.000132,0.0483,0.0337
Sting,Fortress Around Your Heart,1985-11-02,0.294,0.681,279693,0.476,6.18e-06,0.079,0.0294
Sting,If You Love Somebody Set Them Free,1985-08-24,0.137,0.627,256227,0.849,0.0,0.319,0.0309
Sting,We'll Be Together,1987-12-19,0.282,0.776,295560,0.835,0.00025,0.243,0.035
Stonewall Jackson,Waterloo,1959-08-10,0.482,0.463,146933,0.607,0.0,0.117,0.0299
Stories,Brother Louie,1973-09-22,0.101,0.697,235800,0.498,0.00082,0.13,0.0419
Strawberry Alarm Clock,Incense And Peppermints,1967-12-23,0.033,0.484,167453,0.655,0.0,0.0885,0.0316
Stray Cats,Rock This Town,1983-01-08,0.104,0.254,207000,0.853,0.0,0.242,0.0517
Stray Cats,Stray Cat Strut,1983-03-12,0.0957,0.679,198000,0.609,0.00113,0.0474,0.0347
Styx,Babe,1980-01-12,0.527,0.267,265973,0.204,0.0,0.0924,0.0317
Styx,Come Sail Away,1978-01-28,0.099,0.324,367000,0.335,1.08e-06,0.0995,0.0355
Styx,Don't Let It End,1983-07-09,0.318,0.41,296107,0.24,2e-06,0.0741,0.0318
Styx,Lady,1975-03-15,0.172,0.393,177680,0.678,0.0,0.0727,0.0377
Styx,Mr. Roboto,1983-05-07,0.186,0.663,328707,0.482,0.0,0.0521,0.0479
Styx,Show Me The Way,1991-03-16,0.215,0.245,277173,0.433,7.76e-06,0.092,0.0365
Styx,The Best Of Times,1981-04-25,0.13,0.341,257867,0.324,1.11e-06,0.134,0.025
Styx,Too Much Time On My Hands,1981-05-30,0.11,0.799,271267,0.404,0.0,0.387,0.0461
Sue Thompson,Norman,1962-03-03,0.817,0.713,141027,0.523,1.18e-06,0.104,0.0323
Sue Thompson,Sad Movies Make Me Cry,1961-11-13,0.888,0.61,199347,0.272,7.11e-06,0.245,0.0286
